0	327
0	508
0	1815
1	893
1	1560
2	28
2	741
2	1358
2	2198
3	12
3	95
3	136
3	158
3	187
3	299
3	315
3	352
3	553
3	581
3	628
3	736
3	1110
3	1121
3	1138
3	1310
3	1489
3	1584
3	1736
3	2016
3	2179
3	2201
3	2215
3	2280
4	454
4	1396
4	1424
4	1669
4	2217
5	668
6	320
6	854
6	973
7	402
7	928
8	1805
8	2277
9	740
9	960
9	1346
9	2231
10	89
10	98
10	1443
10	1944
10	2369
11	31
11	65
11	247
11	494
11	516
11	888
11	939
11	1003
11	1821
12	95
12	265
12	315
12	322
12	367
12	419
12	553
12	565
12	764
12	926
12	1106
12	1140
12	1489
12	1583
12	1979
12	2081
12	2098
12	2179
12	2201
13	120
13	1286
13	1535
14	366
14	942
14	993
14	1340
14	1373
14	2152
15	301
15	324
15	391
15	1261
15	1441
15	1574
15	1688
15	1861
16	256
16	611
17	505
17	1697
18	84
19	1398
20	999
20	1431
20	1445
20	1812
20	2032
20	2170
20	2261
21	843
21	913
21	966
21	1340
21	1416
21	1461
21	1706
21	1708
21	1889
21	2172
21	2272
21	2329
22	442
22	776
23	466
23	1385
23	1503
23	1635
23	1891
24	276
24	391
24	886
24	1607
24	1892
24	2216
25	84
25	311
25	1272
26	86
26	105
26	616
26	757
26	1038
26	1202
26	1567
27	644
27	712
27	726
27	895
27	1135
27	1208
27	1329
27	1394
27	1764
27	1893
27	1904
27	2088
27	2197
28	741
28	1358
28	2198
29	425
30	105
30	254
30	922
30	984
30	1841
30	2032
30	2292
30	2364
31	247
31	494
31	531
31	633
31	798
31	939
31	1350
31	1354
31	1359
31	1401
31	1596
31	1601
31	1662
31	1727
31	1754
31	1821
31	1966
31	2136
31	2276
31	2322
31	2391
32	60
32	206
32	1060
32	2208
33	315
33	320
33	419
33	821
33	1005
33	1276
33	1483
33	1660
33	1715
34	163
34	238
34	293
34	308
34	1146
34	1205
34	1698
34	2314
35	341
35	633
35	998
35	1069
35	1298
35	1431
35	1459
35	1524
35	2235
36	631
36	716
36	1002
36	1256
36	1645
36	2048
36	2069
37	134
37	151
37	356
37	425
37	578
37	713
37	726
37	1030
37	1520
37	1584
37	1609
37	1622
37	2091
37	2197
38	214
38	474
38	650
38	658
38	912
38	1245
38	1326
38	1469
38	1784
38	1945
38	2163
38	2364
39	885
39	1197
39	1406
40	717
40	868
41	144
41	265
41	427
41	480
41	632
41	816
41	1322
41	1450
41	1978
41	1984
41	2196
42	273
42	425
42	495
42	580
42	658
42	689
42	855
42	979
42	1015
42	1086
42	1120
42	1168
42	1548
42	1571
42	1944
42	1948
42	1993
43	1179
43	2067
43	2353
44	1914
45	866
45	1327
45	1399
45	1517
45	2135
46	89
47	1907
47	2018
47	2214
47	2231
47	2388
48	450
48	942
48	1639
49	95
49	237
49	279
49	402
49	521
49	677
49	797
49	1163
49	1583
49	1750
49	1786
49	1822
49	2049
49	2051
49	2125
49	2379
49	2383
50	895
50	1819
50	1825
50	1848
51	708
52	627
52	2338
53	728
53	743
53	950
53	1422
53	1651
54	2070
54	2160
54	2194
54	2240
55	1044
55	1524
56	282
56	584
56	880
56	1222
56	1606
56	1764
56	1778
56	1831
56	1956
56	2345
57	200
57	367
57	1353
57	1540
57	1592
57	1943
57	2116
58	141
58	247
58	344
58	385
58	486
58	1208
58	1417
58	1549
58	1794
58	2077
58	2235
59	699
59	1187
59	1637
59	2383
60	64
60	144
60	206
60	318
60	573
60	633
60	669
60	714
60	774
60	814
60	869
60	1011
60	1060
60	1130
60	1151
60	1555
60	1577
60	1622
60	1842
60	2080
60	2106
61	284
61	710
61	895
61	1245
61	1358
62	136
62	172
62	216
62	267
62	467
62	794
62	989
62	1157
62	1162
62	1243
62	1493
62	2047
62	2236
63	1339
64	134
64	144
64	181
64	256
64	351
64	395
64	633
64	996
64	1021
64	1138
64	2051
64	2088
64	2171
64	2241
64	2269
64	2271
65	516
65	888
65	1003
65	1524
65	1930
66	93
66	453
66	604
66	1024
66	1054
66	1194
66	1489
66	1720
66	1828
66	1842
66	2088
66	2187
66	2254
67	247
67	320
67	436
67	559
67	1483
67	1908
67	1980
67	2293
67	2391
68	337
68	376
68	418
68	507
68	633
68	1081
68	1395
68	1569
68	1854
68	2387
68	2389
69	425
69	456
69	695
69	735
69	739
69	856
69	1023
69	1049
69	1151
69	1182
69	1185
69	1378
69	1396
69	1531
69	1645
69	1758
69	2048
69	2272
70	939
70	1022
70	1791
71	1576
71	1799
72	639
72	1478
72	2112
72	2205
73	210
73	300
73	431
73	713
73	1098
73	1354
73	1389
73	1660
73	1704
73	2074
73	2114
73	2127
73	2241
74	173
74	1383
75	120
75	315
75	484
75	609
75	931
75	1030
75	1110
75	1254
75	1438
75	2199
75	2311
76	967
76	2165
76	2286
77	191
77	323
77	432
77	1409
77	1721
77	2282
77	2378
78	263
78	1857
79	565
79	1232
80	464
80	825
80	2001
81	895
81	1727
81	1816
82	247
82	338
83	302
83	546
83	553
83	765
83	777
83	876
83	890
83	972
83	1748
83	1897
83	2098
83	2149
83	2201
84	136
84	311
84	586
84	717
84	728
84	1272
84	1350
84	1475
84	1653
84	1717
84	1721
84	2248
84	2284
85	827
85	1075
85	1458
86	139
86	339
86	1038
86	1202
86	1295
86	1515
86	1864
86	1880
86	2138
86	2297
86	2310
86	2357
87	1100
87	1398
87	1765
88	122
88	394
88	931
88	2208
89	98
89	343
89	482
89	944
89	1443
89	1880
89	2369
90	545
91	102
91	134
91	168
91	169
91	215
91	224
91	462
91	463
91	532
91	772
91	781
91	876
91	902
91	1086
91	1201
91	1209
91	1360
91	1520
91	1554
91	1664
91	1857
91	1909
91	1967
91	1982
91	1999
91	2202
91	2244
91	2313
92	371
92	474
92	895
92	1229
92	1805
92	2024
92	2025
93	1194
94	419
94	1093
94	1169
94	1424
94	2136
94	2223
94	2276
94	2375
95	233
95	256
95	276
95	307
95	419
95	446
95	533
95	553
95	558
95	797
95	821
95	926
95	1032
95	1081
95	1123
95	1141
95	1151
95	1270
95	1383
95	1489
95	1583
95	2049
95	2051
95	2086
95	2179
95	2201
95	2215
95	2241
95	2333
95	2336
95	2362
96	491
96	531
96	1766
97	617
97	947
97	1108
97	1163
97	1487
97	1718
97	2094
98	1443
98	2369
99	539
100	133
100	778
101	181
101	565
101	1238
101	1252
101	1322
102	168
102	593
102	1201
102	1664
102	1909
102	1982
102	2140
103	385
104	153
104	188
104	669
104	741
104	783
104	1392
104	1489
104	1577
104	2043
104	2333
104	2344
105	616
105	922
105	984
105	1800
105	2032
105	2292
106	565
106	1751
106	2258
106	2399
107	1164
108	920
108	1081
108	2206
108	2371
108	2387
109	117
109	163
109	224
109	644
109	875
109	878
109	960
109	1072
109	1262
109	1947
109	1985
109	1996
109	2113
109	2237
109	2366
109	2386
110	364
110	1369
111	2058
112	225
112	596
112	743
112	1018
112	2199
113	1569
114	1805
114	2325
115	1354
116	895
117	224
117	644
117	875
117	878
117	960
117	1262
117	1740
117	1947
117	1985
117	1996
117	2113
117	2237
117	2366
117	2386
118	2148
119	792
119	853
119	1062
119	1075
119	1172
119	1415
119	2144
119	2370
120	128
120	478
120	484
120	526
120	528
120	689
120	975
120	1030
120	1100
120	1151
120	1310
120	1473
120	1532
120	1871
120	2311
121	703
121	784
121	807
121	931
121	1110
121	1115
121	1149
121	1239
121	1265
121	1392
121	1676
121	1783
121	2022
121	2157
121	2255
121	2263
121	2276
121	2294
121	2379
122	394
122	1395
122	1456
122	1586
122	2307
123	956
123	982
123	1133
123	1792
123	1847
123	2000
124	249
124	627
124	881
124	1314
124	1394
124	1553
124	1575
124	1716
124	1786
124	2033
124	2141
125	232
125	737
125	2325
126	216
126	387
126	633
126	656
126	708
126	777
126	808
126	831
126	895
126	1023
126	1065
126	1075
126	1094
126	1108
126	1158
126	1396
126	1466
126	1706
126	1708
126	1718
126	1916
126	2063
126	2279
126	2322
126	2339
127	2218
129	273
129	275
129	370
129	607
129	706
129	773
129	818
129	882
129	1001
129	1012
129	1111
129	1294
129	1300
129	1336
129	1435
129	1499
129	1500
129	1501
129	1530
129	1539
129	2075
129	2310
129	2381
129	2384
130	1567
130	1989
131	134
131	178
131	755
131	1360
131	2187
131	2203
132	137
132	323
132	705
132	743
132	869
132	892
132	1371
132	1385
132	1551
132	1748
132	1954
132	2006
132	2267
133	240
133	243
133	286
133	358
133	622
133	672
133	778
133	1425
133	2302
134	200
134	356
134	482
134	1138
134	2187
134	2203
134	2222
135	443
135	1848
136	172
136	364
136	371
136	453
136	467
136	628
136	1032
136	1089
136	1117
136	1173
136	1429
136	1577
136	1584
136	1618
136	1833
136	1907
136	1931
136	2155
136	2249
136	2397
137	939
137	1208
138	662
138	731
138	1319
139	239
139	339
139	843
139	1038
139	1202
139	1254
139	1295
139	1423
139	1776
139	1880
139	2050
139	2297
139	2357
139	2392
140	157
140	334
140	382
140	417
140	742
140	835
140	846
140	1066
140	1154
140	1253
140	1282
140	1706
140	1708
140	2089
140	2259
140	2338
141	271
141	294
141	482
141	773
141	935
141	1040
141	1608
141	2077
141	2295
142	172
142	974
142	1169
142	1257
142	1502
143	273
143	304
143	362
144	316
144	330
144	356
144	384
144	427
144	633
144	869
144	897
144	1015
144	1221
144	1360
144	1572
144	1624
144	1984
144	2119
144	2330
145	713
145	1748
146	288
146	294
146	647
146	796
146	940
146	1951
147	1447
147	1712
147	1898
147	2292
148	557
148	622
148	1090
148	1711
148	2195
149	486
149	557
149	686
149	854
149	2141
149	2326
149	2372
150	1569
150	1636
151	726
151	942
151	1431
151	1622
151	1706
151	1708
152	406
152	1493
152	1702
152	1703
152	1741
152	2060
152	2120
153	188
153	505
153	780
153	783
153	983
153	1021
153	1190
153	1392
153	1583
153	1661
153	1697
153	1870
153	1965
153	1969
153	2344
154	1529
154	1815
155	778
155	1622
156	1235
156	1652
156	1809
156	2345
157	684
157	716
157	909
157	1111
157	1184
157	1267
157	1404
157	1489
157	1499
157	1500
157	1706
157	1708
157	1869
157	1910
157	1950
157	2147
157	2396
158	396
158	399
158	423
158	628
158	661
158	681
158	797
158	919
158	1023
158	1037
158	1062
158	1079
158	1121
158	1397
158	1415
158	1485
158	1497
158	1584
158	1762
158	2179
158	2190
158	2223
159	423
159	649
159	718
159	804
159	1422
159	1469
159	1537
160	483
160	948
160	1388
160	1602
160	2080
161	590
161	1015
161	1167
161	2150
161	2180
162	509
162	1148
162	1390
163	238
163	293
163	308
163	773
163	1072
163	1146
163	1205
163	1651
163	1698
163	2079
163	2126
163	2145
163	2177
163	2314
164	912
165	1364
165	1667
166	784
166	1217
166	1344
166	1769
167	380
167	660
168	260
168	953
168	1004
168	1201
168	1217
168	1236
168	1318
168	1664
168	1909
168	1982
169	371
169	532
169	1026
169	1360
169	1520
169	1664
169	2202
170	1249
170	1496
171	1249
171	2297
172	248
172	467
172	927
172	974
172	1109
172	1169
172	1190
172	2296
173	1010
173	1383
173	2033
173	2388
174	1278
175	1237
176	520
176	822
176	1291
176	2069
176	2384
177	499
177	511
177	583
177	1181
177	1298
177	1492
177	1716
178	797
178	1024
178	1444
178	1720
178	2203
179	622
179	833
179	892
179	1516
179	1616
180	548
180	581
180	1368
180	2267
181	547
181	565
181	996
181	1238
181	1252
181	2265
181	2329
182	426
182	590
182	724
182	961
182	1164
182	1229
182	1284
182	1439
182	2239
182	2345
183	1464
183	1707
184	431
184	1421
184	1520
185	854
185	1015
185	1577
185	2241
186	2239
186	2280
187	299
187	352
187	795
187	1138
187	1479
187	1523
187	1584
187	1601
187	1764
187	1769
187	1944
187	1979
187	2016
187	2324
188	783
188	1392
188	2344
189	317
189	327
189	561
189	576
189	613
189	752
189	875
189	1102
189	1174
189	1242
189	1442
189	1449
189	1661
189	1681
189	1874
189	2000
189	2075
190	712
190	1237
190	1760
191	323
191	432
191	1409
191	1721
191	2282
191	2378
192	564
192	838
192	1972
192	2012
193	1339
193	2151
193	2359
194	2112
195	1234
195	1246
196	1002
196	1998
196	2194
196	2249
