1	12	5	51195	0.0819112	0.60
2	16	0	58937	0.0943083	0.80
1	12	10	77124	0.1234307	0.60
1	12	1	10321	0.0164612	0.60
1	16	5	37808	0.0604745	0.80
1	15	3	108587	0.1738113	0.75
1	14	10	125458	0.2008267	0.70
1	16	10	150	0.0001750	0.80
1	18	5	52316	0.0837059	0.90
1	14	2	127280	0.2037439	0.70
1	14	5	53216	0.0851469	0.70
1	16	3	143588	0.2298567	0.80
1	20	6	221161	0.3540729	1.00
1	19	2	429872	0.6882741	0.95
1	16	10	143959	0.2304514	0.80
1	11	20	57910	0.0926642	0.55
1	16	12	2485	0.0039133	0.80
1	16	10	87590	0.1401893	0.80
1	8	50	111185	0.1779718	0.40
2	5	3	48881	0.0782058	0.25
1	13	5	20645	0.0329923	0.65
1	17	20	25350	0.0405266	0.85
1	14	10	33624	0.0537759	0.70
1	12	7	736	0.0011136	0.60
2	9	5	34053	0.0544622	0.45
1	14	2	28152	0.0450133	0.70
1	13	5	40274	0.0644236	0.65
1	12	3	14070	0.0224642	0.60
1	13	6	21820	0.0348733	0.65
1	12	2	28646	0.0458038	0.60
1	14	5	103677	0.1659487	0.70
1	13	3	33903	0.0542219	0.65
1	16	11	77745	0.1244252	0.80
1	16	10	149938	0.2400257	0.80
1	14	5	125022	0.2001276	0.70
1	14	10	136464	0.2184499	0.70
1	17	25	149321	0.2390366	0.85
1	12	5	93153	0.1490974	0.60
1	18	4	44490	0.0711748	0.90
1	17	6	40727	0.0651492	0.85
1	18	2	50068	0.0801072	0.90
1	16	30	154564	0.2474321	0.80
1	15	10	129200	0.2068176	0.75
1	16	5	149871	0.2399181	0.80
1	12	2	122184	0.1955842	0.60
1	19	4	56399	0.0902443	0.95
1	14	6	26055	0.0416551	0.70
1	12	10	30602	0.0489357	0.60
1	14	6	16876	0.0269573	0.70
1	12	10	34471	0.0551308	0.60
1	14	0	26002	0.0415699	0.70
1	15	2	51266	0.0820255	0.75
1	12	10	47727	0.0763588	0.60
1	20	2	53713	0.0859431	1.00
2	8	0	13619	0.0217422	0.40
1	9	10	16644	0.0265851	0.45
1	12	2	28695	0.0458827	0.60
1	11	4	42020	0.0672201	0.55
1	12	1	29318	0.0468804	0.60
1	12	4	429	0.0006207	0.60
1	13	15	21255	0.0339693	0.65
1	12	7	19386	0.0309758	0.60
1	14	3	73757	0.1180398	0.70
1	12	3	26606	0.0425379	0.60
1	12	3	57360	0.0917828	0.60
2	12	2	35425	0.0566587	0.60
1	12	3	23574	0.0376827	0.60
1	13	3	63190	0.1011183	0.65
1	14	12	58894	0.0942388	0.70
1	18	16	55625	0.0890051	0.90
2	20	2	50546	0.0808714	1.00
1	12	15	17623	0.0281539	0.60
1	13	1	66920	0.1070914	0.65
1	16	8	69428	0.1111078	0.80
1	17	2	40180	0.0642738	0.85
2	14	2	847	0.0012902	0.70
1	14	3	29263	0.0467923	0.70
2	6	2	12820	0.0204631	0.30
2	15	3	36012	0.0575997	0.75
2	15	2	69561	0.1113202	0.75
2	14	5	42393	0.0678174	0.70
2	16	1	14448	0.0230695	0.80
1	16	25	53739	0.0859846	0.80
1	16	4	59314	0.0949118	0.80
1	12	4	61862	0.0989913	0.60
2	19	12	72212	0.1155646	0.95
1	19	7	45440	0.0726954	0.95
1	13	2	24328	0.0388903	0.65
2	11	1	18614	0.0297398	0.55
1	18	5	166418	0.2664139	0.90
2	11	30	20937	0.0334596	0.55
2	12	3	17268	0.0275852	0.60
2	14	10	49381	0.0790061	0.70
2	12	1	35264	0.0564007	0.60
1	20	15	227570	0.3643351	1.00
1	19	20	505442	0.8092832	0.95
1	16	26	140802	0.2253954	0.80
1	16	3	143023	0.2289523	0.80
1	20	4	517573	0.8287076	1.00
1	16	15	53965	0.0863469	0.80
1	20	8	49726	0.0795582	1.00
1	16	20	331897	0.5313912	0.80
1	16	15	5498	0.0087374	0.80
2	6	3	6500	0.0103431	0.30
2	9	2	6466	0.0102882	0.45
2	12	18	19335	0.0308946	0.60
2	14	3	8531	0.0135942	0.70
1	12	10	37278	0.0596260	0.60
1	14	10	85597	0.1369973	0.70
1	14	0	38496	0.0615761	0.70
1	18	2	68621	0.1098142	0.90
2	8	3	5623	0.0089385	0.40
2	18	15	15627	0.0249566	0.90
2	14	4	33408	0.0534288	0.70
2	12	2	26796	0.0428424	0.60
2	13	3	1436	0.0022335	0.65
1	12	15	64433	0.1031089	0.60
1	18	50	168179	0.2692339	0.90
1	13	6	47434	0.0758888	0.65
1	18	20	220095	0.3523651	0.90
1	16	2	143556	0.2298059	0.80
1	16	50	141783	0.2269665	0.80
1	18	10	422149	0.6759089	0.90
1	17	3	145093	0.2322673	0.85
1	12	10	126320	0.2022073	0.60
2	12	5	47592	0.0761421	0.60
2	12	2	27607	0.0441409	0.60
2	13	5	2689	0.0042393	0.65
2	15	4	64637	0.1034358	0.75
2	14	7	3015	0.0047617	0.70
2	14	2	97319	0.1557675	0.70
2	11	3	111741	0.1788615	0.55
2	11	3	5998	0.0095391	0.55
1	14	2	14793	0.0236213	0.70
2	12	3	21692	0.0346685	0.60
1	15	5	36229	0.0579467	0.75
1	16	1	158558	0.2538289	0.80
1	16	0	144400	0.2311581	0.80
1	20	10	90654	0.1450963	1.00
1	16	0	100365	0.1606454	0.80
2	19	3	248212	0.3973883	0.95
1	19	4	10411	0.0166043	0.95
1	16	3	56954	0.0911331	0.80
2	20	5	83876	0.1342424	1.00
1	12	20	57032	0.0912578	0.60
1	12	3	61351	0.0981737	0.60
1	18	8	479100	0.7671017	0.90
1	15	75	130945	0.2096118	0.75
1	12	2	72539	0.1160894	0.60
1	12	1	55501	0.0888057	0.60
1	12	1	88640	0.1418702	0.60
1	15	4	134253	0.2149088	0.75
1	14	8	95117	0.1522425	0.70
1	15	50	131752	0.2109040	0.75
1	16	3	158271	0.2533684	0.80
2	12	5	3704	0.0058656	0.60
2	12	1	74586	0.1193665	0.60
1	18	4	19551	0.0312410	0.90
1	15	6	124859	0.1998664	0.75
1	14	4	139516	0.2233368	0.70
1	14	3	91855	0.1470186	0.70
1	18	5	139074	0.2226296	0.90
1	19	15	218220	0.3493629	0.95
1	12	5	121341	0.1942340	0.60
1	11	5	54198	0.0867195	0.55
1	18	4	378283	0.6056669	0.90
1	13	6	86250	0.1380432	0.65
1	16	3	156037	0.2497914	0.80
2	15	1	76795	0.1229031	0.75
1	13	8	44256	0.0707999	0.65
1	16	20	52400	0.0838415	0.80
1	12	4	70844	0.1133739	0.60
1	12	3	20750	0.0331613	0.60
1	12	4	70608	0.1129960	0.60
1	14	2	34895	0.0558099	0.70
1	12	8	27156	0.0434181	0.60
1	14	2	23897	0.0381996	0.70
1	12	1	174	0.0002123	0.60
1	9	20	32980	0.0527444	0.45
1	12	3	23368	0.0373526	0.60
1	12	5	11441	0.0182539	0.60
1	15	5	38695	0.0618959	0.75
1	9	0	23338	0.0373054	0.45
1	8	2	14596	0.0233060	0.40
1	16	1	57682	0.0922982	0.80
1	12	2	14675	0.0234330	0.60
1	12	2	30473	0.0487303	0.60
1	12	2	15020	0.0239857	0.60
1	12	3	18939	0.0302609	0.60
1	12	15	54271	0.0868370	0.60
1	12	2	7193	0.0114515	0.60
2	14	4	4127	0.0065427	0.70
1	12	0	19493	0.0311485	0.60
1	14	3	34714	0.0555199	0.70
1	11	4	27096	0.0433217	0.55
1	14	5	47864	0.0765773	0.70
1	12	3	10525	0.0167880	0.60
1	2	10	81357	0.1302086	0.10
2	12	0	3018	0.0047663	0.60
2	12	3	1186	0.0018331	0.60
1	16	3	6846	0.0108965	0.80
1	12	10	58510	0.0936241	0.60
1	12	10	24953	0.0398911	0.60
1	17	15	51312	0.0820991	0.85
1	12	5	31623	0.0505712	0.60
1	18	20	102887	0.1646841	0.90
1	12	3	52753	0.0844053	0.60
1	18	2	492868	0.7891479	0.90
2	12	6	40820	0.0652973	0.60
1	12	3	7523	0.0119799	0.60
1	18	10	43902	0.0702332	0.90
1	18	1	49723	0.0795541	0.90
1	12	1	23115	0.0369482	0.60
1	12	6	40642	0.0650129	0.60
1	15	26	60117	0.0961981	0.75
1	12	10	42302	0.0676710	0.60
1	14	10	43248	0.0691858	0.70
1	8	0	22929	0.0366493	0.40
1	12	35	32827	0.0524993	0.60
1	11	2	36672	0.0586561	0.55
1	12	15	26717	0.0427156	0.60
1	16	3	46547	0.0744691	0.80
1	13	3	75497	0.1208259	0.65
1	9	10	9360	0.0149227	0.45
1	13	3	16155	0.0258024	0.65
1	11	4	8175	0.0130242	0.55
1	12	2	49713	0.0795384	0.60
1	16	2	61598	0.0985698	0.80
1	13	0	8767	0.0139731	0.65
1	16	6	89342	0.1429942	0.80
1	12	3	3193	0.0050471	0.60
1	10	2	4173	0.0066168	0.50
1	14	3	8791	0.0140108	0.70
1	4	1	4132	0.0065507	0.20
1	9	11	15656	0.0250031	0.45
1	16	10	100227	0.1604253	0.80
1	12	6	87531	0.1400953	0.60
1	12	3	128868	0.2062868	0.60
1	12	20	70869	0.1134151	0.60
1	15	10	62427	0.0998968	0.75
1	20	15	42752	0.0683913	1.00
1	16	10	32852	0.0525397	0.80
1	12	15	29997	0.0479682	0.60
1	12	25	28747	0.0459665	0.60
1	14	3	14962	0.0238921	0.70
1	8	25	8584	0.0136791	0.40
1	12	4	23045	0.0368355	0.60
1	9	2	5033	0.0079941	0.45
1	12	15	12178	0.0194346	0.60
1	12	1	90489	0.1448317	0.60
1	17	10	73634	0.1178425	0.85
1	16	25	30565	0.0488772	0.80
1	12	6	59910	0.0958670	0.60
1	18	9	89115	0.1426312	0.90
1	12	10	12225	0.0195092	0.60
1	12	2	8511	0.0135622	0.60
1	14	2	74885	0.1198458	0.70
1	15	25	68646	0.1098546	0.75
1	16	8	22467	0.0359099	0.80
1	12	8	11986	0.0191276	0.60
1	12	4	27644	0.0441991	0.60
1	15	3	9780	0.0155945	0.75
1	12	4	120910	0.1935440	0.60
1	14	34	19161	0.0306158	0.70
1	16	25	107678	0.1723563	0.80
1	16	25	155143	0.2483603	0.80
1	18	5	97772	0.1564927	0.90
1	20	10	237759	0.3806503	1.00
1	16	10	87150	0.1394846	0.80
1	16	7	62076	0.0993342	0.80
1	14	5	35037	0.0560377	0.70
1	12	5	4726	0.0075023	0.60
1	8	10	3251	0.0051397	0.40
1	12	8	3795	0.0060103	0.60
1	14	1	38236	0.0611611	0.70
1	9	0	9240	0.0147294	0.45
2	16	4	20067	0.0320673	0.80
1	13	25	28904	0.0462178	0.65
1	12	15	27698	0.0442869	0.60
1	11	4	34564	0.0552805	0.55
1	13	10	62692	0.1003208	0.65
1	14	2	58176	0.0930890	0.70
1	18	3	28171	0.0450429	0.90
1	14	20	51969	0.0831505	0.70
1	12	2	13358	0.0213237	0.60
1	15	2	87814	0.1405473	0.75
1	12	3	72643	0.1162555	0.60
1	13	15	15016	0.0239788	0.65
1	14	8	25553	0.0408520	0.70
1	12	20	125842	0.2014410	0.60
1	14	3	72722	0.1163809	0.70
1	16	15	96335	0.1541923	0.80
1	12	5	72606	0.1161967	0.60
1	13	50	3634	0.0057532	0.65
1	18	20	85889	0.1374660	0.90
1	14	25	41435	0.0662831	0.70
1	12	1	6652	0.0105855	0.60
1	16	2	28619	0.0457609	0.80
1	20	3	29508	0.0471839	1.00
1	16	1	153769	0.2461589	0.80
1	13	2	121493	0.1944765	0.65
1	15	3	65315	0.1045207	0.75
1	11	11	8337	0.0132843	0.55
1	11	4	5320	0.0084528	0.55
1	11	6	9433	0.0150394	0.55
1	14	6	7745	0.0123356	0.70
1	11	12	36867	0.0589682	0.55
1	13	4	12917	0.0206172	0.65
1	12	2	38606	0.0617529	0.60
1	14	6	68705	0.1099486	0.70
1	14	1	49709	0.0795320	0.70
1	14	10	76700	0.1227511	0.70
2	13	1	18314	0.0292596	0.65
1	9	6	13117	0.0209375	0.45
1	14	3	103742	0.1660527	0.70
1	12	12	100210	0.1603970	0.60
1	13	3	22769	0.0363943	0.65
1	10	2	3036	0.0047952	0.50
2	12	1	48221	0.0771488	0.60
2	14	5	39006	0.0623930	0.70
2	6	3	6697	0.0106587	0.30
1	16	6	7164	0.0114064	0.80
2	13	1	32483	0.0519482	0.65
1	10	4	21375	0.0341607	0.50
1	14	10	135142	0.2163327	0.70
1	16	8	58756	0.0940177	0.80
1	14	15	131927	0.2111845	0.70
1	12	20	43174	0.0690672	0.60
1	16	5	56558	0.0904983	0.80
1	15	30	20259	0.0323746	0.75
1	16	4	32873	0.0525729	0.80
1	16	5	88560	0.1417422	0.80
1	12	10	47531	0.0760444	0.60
1	2	25	111595	0.1786285	0.10
1	16	15	67786	0.1084782	0.80
1	17	10	7005	0.0111517	0.85
1	16	5	18922	0.0302341	0.80
1	16	4	55697	0.0891198	0.80
1	18	3	241939	0.3873436	0.90
1	16	5	44630	0.0713992	0.80
1	16	2	54750	0.0876045	0.80
1	18	5	31206	0.0499031	0.90
1	13	6	40338	0.0645261	0.65
1	12	5	41174	0.0658653	0.60
1	12	10	20631	0.0329694	0.60
1	9	2	59371	0.0950035	0.45
1	9	3	47699	0.0763128	0.45
1	14	3	16471	0.0263083	0.70
1	12	6	24830	0.0396935	0.60
1	18	10	613418	0.9821819	0.90
1	12	8	126892	0.2031225	0.60
1	12	1	34794	0.0556486	0.60
1	13	2	14196	0.0226663	0.65
1	11	65	8401	0.0133864	0.55
1	14	0	23480	0.0375320	0.70
1	6	0	3792	0.0060067	0.30
1	12	3	10240	0.0163316	0.60
1	13	5	14006	0.0223620	0.65
1	11	1	10898	0.0173842	0.55
1	17	5	12674	0.0202284	0.85
1	12	5	21413	0.0342224	0.60
2	19	5	62311	0.0997114	0.95
1	12	25	11654	0.0185952	0.60
1	10	12	28804	0.0460573	0.50
1	8	5	8073	0.0128606	0.40
1	18	2	32495	0.0519668	0.90
2	14	2	31635	0.0505902	0.70
1	14	3	11589	0.0184907	0.70
1	13	6	54066	0.0865078	0.65
1	12	4	31897	0.0510096	0.60
1	20	15	38880	0.0621910	1.00
2	14	0	31734	0.0507484	0.70
2	13	10	4966	0.0078859	0.65
1	9	4	10963	0.0174892	0.45
1	12	3	18849	0.0301172	0.60
1	9	1	32805	0.0524637	0.45
1	10	1	31698	0.0506911	0.50
1	12	5	48158	0.0770478	0.60
1	10	1	42477	0.0679514	0.50
1	11	5	71463	0.1143660	0.55
1	17	10	10790	0.0172121	0.85
1	12	1	31840	0.0509189	0.60
1	12	6	24359	0.0389398	0.60
1	8	2	6032	0.0095930	0.40
1	12	0	32950	0.0526957	0.60
1	16	1	60357	0.0965826	0.80
1	12	5	51708	0.0827325	0.60
1	11	6	31673	0.0506512	0.55
1	12	5	42626	0.0681893	0.60
1	12	3	33639	0.0537988	0.60
1	14	3	135731	0.2172765	0.70
1	10	5	30631	0.0489827	0.50
1	10	2	10456	0.0166776	0.50
1	16	3	35195	0.0562907	0.80
1	14	6	43763	0.0700100	0.70
1	11	3	34402	0.0550213	0.55
1	20	20	53381	0.0854120	1.00
1	17	1	62696	0.1003266	0.85
1	14	75	120534	0.1929417	0.70
1	12	5	22858	0.0365355	0.60
1	14	4	10726	0.0171097	0.70
1	14	6	24430	0.0390537	0.70
1	8	3	44119	0.0705799	0.40
1	12	5	24918	0.0398352	0.60
1	16	15	145076	0.2322393	0.80
1	19	5	20878	0.0333660	0.95
1	16	5	81529	0.1304843	0.80
1	16	5	20405	0.0326086	0.80
1	17	10	95575	0.1529748	0.85
1	12	4	46393	0.0742215	0.60
1	20	15	38907	0.0622342	1.00
1	15	14	69149	0.1106598	0.75
1	15	4	44611	0.0713684	0.75
1	18	15	43746	0.0699834	0.90
1	14	2	86766	0.1388696	0.70
1	14	4	40045	0.0640565	0.70
1	8	5	63674	0.1018934	0.40
1	8	1	5248	0.0083377	0.40
1	16	6	65072	0.1041317	0.80
1	13	3	64290	0.1028792	0.65
1	12	3	21547	0.0344367	0.60
1	12	4	9926	0.0158289	0.60
1	12	4	30734	0.0491481	0.60
1	13	5	53619	0.0857933	0.65
1	13	3	38594	0.0617337	0.65
1	13	3	51056	0.0816892	0.65
1	18	25	255943	0.4097675	0.90
1	20	2	181933	0.2912577	1.00
1	11	2	34398	0.0550148	0.55
1	18	6	205726	0.3293572	0.90
1	16	6	52855	0.0845694	0.80
1	12	4	11275	0.0179887	0.60
1	12	75	74544	0.1192989	0.60
1	13	3	98793	0.1581278	0.65
1	12	15	61006	0.0976206	0.60
1	12	3	17182	0.0274475	0.60
1	12	2	37098	0.0593378	0.60
1	12	2	30539	0.0488361	0.60
1	12	3	31200	0.0498944	0.60
1	14	1	4185	0.0066352	0.70
1	6	10	12639	0.0201731	0.30
1	12	20	28024	0.0448079	0.60
1	12	0	17401	0.0277977	0.60
1	12	5	13186	0.0210488	0.60
2	2	3	24301	0.0388473	0.10
1	12	5	36044	0.0576507	0.60
1	17	10	78185	0.1251298	0.85
1	12	1	56103	0.0897701	0.60
1	18	10	509694	0.8160916	0.90
1	12	35	59269	0.0948391	0.60
1	12	6	21462	0.0343006	0.60
1	18	2	57285	0.0916621	0.90
1	14	6	68593	0.1097698	0.70
1	15	10	35429	0.0566654	0.75
1	13	3	14360	0.0229284	0.65
1	12	5	62917	0.1006817	0.60
1	12	2	5234	0.0083155	0.60
1	12	1	23276	0.0372057	0.60
1	12	1	30992	0.0495611	0.60
1	12	15	17554	0.0280430	0.60
1	14	4	124374	0.1990897	0.70
1	13	2	13840	0.0220957	0.65
1	14	1	19034	0.0304121	0.70
1	15	10	30660	0.0490292	0.75
1	12	18	63566	0.1017210	0.60
1	12	6	22548	0.0360389	0.60
1	12	5	4021	0.0063723	0.60
1	20	2	28514	0.0455926	1.00
