1	16	0	147911.6406	0.230322048	0.800000012
1	4	1	4138.018066	0.006381371	0.200000003
1	18	18	32888.42188	0.051162776	0.899999976
1	15	10	32852.33594	0.051106568	0.75
1	12	1	846.8286743	0.00125504	0.600000024
1	16	12	49582.01953	0.077164598	0.800000012
1	10	10	25889.47266	0.040261269	0.5
1	9	2	124569.0391	0.193963796	0.449999988
1	12	4	38906.61328	0.060536664	0.600000024
1	9	10	17182.37305	0.026699157	0.449999988
1	9	6	23150.45313	0.035994992	0.449999988
1	16	2	71809.66406	0.111786202	0.800000012
1	8	2	6500.412598	0.010061018	0.400000006
1	16	15	5421.550293	0.008380591	0.800000012
1	20	6	44548.95703	0.069325134	1
1	16	10	54271.18359	0.084468402	0.800000012
1	16	5	148651.75	0.231474832	0.800000012
1	12	2	42014.42578	0.06537737	0.600000024
1	19	3	32949.78906	0.051258363	0.949999988
1	12	2	54641.73047	0.085045561	0.600000024
1	12	3	34470.51953	0.05362704	0.600000024
1	12	3	30831.19922	0.047958463	0.600000024
2	12	3	2484.954102	0.003806571	0.600000024
1	13	11	39300.02344	0.061149437	0.649999976
1	16	5	9988.009766	0.015493273	0.800000012
1	13	8	29888.85352	0.046490673	0.649999976
1	12	5	49713.19922	0.077368923	0.600000024
1	10	0	10246.80664	0.015896372	0.5
1	16	10	31464.14648	0.048944335	0.800000012
1	12	25	56019.24609	0.087191172	0.600000024
1	15	15	36229.04688	0.056366108	0.75
1	16	1	7307.450684	0.011318055	0.800000012
1	12	3	96390.52344	0.150073156	0.600000024
1	12	75	61861.59375	0.096291162	0.600000024
1	12	6	74829.51563	0.116489902	0.600000024
2	12	0	65632.30469	0.102164395	0.600000024
1	14	15	11275.13184	0.017498083	0.699999988
1	16	3	39575.11719	0.06157792	0.800000012
2	12	3	36044.21484	0.056078214	0.600000024
1	16	10	153544.0313	0.239095017	0.800000012
1	18	50	41559.96875	0.064669512	0.899999976
1	11	15	8030.428223	0.012444159	0.550000012
1	12	2	51685.58984	0.080441102	0.600000024
1	12	8	65723.375	0.102306247	0.600000024
1	12	20	50212.29688	0.078146309	0.600000024
1	10	5	58881.37109	0.09164919	0.5
1	15	15	71800.17188	0.11177142	0.75
1	17	10	11440.72949	0.017756017	0.850000024
1	16	10	38883.9375	0.060501345	0.800000012
1	12	15	68208.53906	0.106177114	0.600000024
1	12	5	32938.78125	0.051241215	0.600000024
1	13	1	62075.75781	0.096624747	0.649999976
1	16	4	20705.00781	0.032185987	0.800000012
1	16	10	57250.13281	0.089108385	0.800000012
2	12	2	13783.08691	0.021404454	0.600000024
2	10	2	38589.45703	0.060042664	0.5
1	12	10	71652.58594	0.111541539	0.600000024
2	4	5	16811.75977	0.026121892	0.200000003
1	16	4	14486.30371	0.022499781	0.800000012
2	9	1	19552.70313	0.030391164	0.449999988
1	15	4	38846.16406	0.060442511	0.75
1	11	5	57769.51563	0.089917377	0.550000012
1	18	6	32323.73828	0.050283231	0.899999976
2	12	2	9521.513672	0.014766661	0.600000024
1	12	5	1435.891724	0.00217256	0.600000024
1	13	2	12820.38379	0.019904956	0.649999976
1	14	1	48429.66797	0.075369701	0.699999988
1	12	30	41893.26172	0.065188646	0.600000024
1	17	6	149073.5313	0.232131794	0.850000024
2	11	5	10424.7793	0.016173581	0.550000012
2	13	3	8675.412109	0.01344878	0.649999976
1	14	30	21638.89844	0.033640604	0.699999988
1	16	4	57603.75391	0.089659184	0.800000012
1	13	10	2369.959717	0.003627457	0.649999976
2	15	10	59314.5625	0.092323929	0.75
1	14	20	127448.6719	0.19844909	0.699999988
1	13	2	59371.24219	0.092412211	0.649999976
1	6	0	3250.865723	0.004999549	0.300000012
1	14	12	121595.4609	0.189332172	0.699999988
1	11	4	5497.609863	0.008499061	0.550000012
2	18	3	93937.03125	0.146251619	0.899999976
1	16	5	148956.2344	0.231949106	0.800000012
1	18	5	50878.54688	0.079184055	0.899999976
1	12	3	46511.73438	0.072382346	0.600000024
1	11	5	19081.79688	0.029657684	0.550000012
1	13	24	40601.88672	0.063177213	0.649999976
2	13	6	8439.360352	0.013081108	0.649999976
1	12	10	84778.60938	0.131986529	0.600000024
1	12	1	19606.31055	0.030474663	0.600000024
1	11	2	32546.66211	0.050630454	0.550000012
1	16	6	145731.2969	0.226925969	0.800000012
1	13	10	24430.30859	0.037988484	0.649999976
2	12	1	52805.74609	0.08218585	0.600000024
1	12	4	36354.71875	0.056561854	0.600000024
1	14	8	47208.15625	0.073467083	0.699999988
1	12	5	82993.51563	0.129206076	0.600000024
1	16	15	42730.8125	0.066493206	0.800000012
1	12	4	72880.59375	0.113454275	0.600000024
1	14	6	77310.21094	0.12035381	0.699999988
2	15	3	87636.82031	0.136438459	0.75
1	15	10	35605.03516	0.055394154	0.75
1	13	6	40273.90625	0.062666349	0.649999976
1	15	30	124113.1328	0.193253681	0.75
1	17	25	517090.9063	0.805352807	0.850000024
1	12	25	25140.91602	0.039095324	0.600000024
1	11	3	33957.27344	0.052827612	0.550000012
1	12	2	38229.66016	0.059482247	0.600000024
1	12	15	52157.82422	0.081176646	0.600000024
1	12	10	29249.52734	0.045494862	0.600000024
1	19	1	154400.3906	0.24042888	0.949999988
1	13	2	15991.16406	0.024843739	0.649999976
1	16	5	158544.9531	0.246884421	0.800000012
1	16	10	143381.4531	0.223265871	0.800000012
1	12	20	16876.04492	0.026222022	0.600000024
1	20	10	105687.5469	0.164554134	1
1	12	25	41588.54297	0.064714015	0.600000024
1	7	2	38450.91406	0.059826873	0.349999994
1	12	8	18009.71289	0.027987815	0.600000024
1	13	10	11954.26758	0.0185559	0.649999976
1	14	2	53680.67969	0.083548635	0.699999988
1	14	6	91141.78906	0.141897768	0.699999988
2	14	1	53318.96094	0.082985222	0.699999988
1	14	3	54750.48047	0.08521495	0.699999988
1	16	0	43601.10938	0.067848779	0.800000012
1	12	2	37122.06641	0.057757068	0.600000024
1	12	5	12379.02832	0.019217504	0.600000024
1	12	11	24765.32227	0.0385103	0.600000024
1	12	20	24010.9043	0.037335224	0.600000024
1	12	2	49055.66016	0.076344743	0.600000024
1	18	7	235423.7813	0.366630286	0.899999976
1	18	1	42248.03125	0.065741234	0.899999976
1	12	15	3792.29126	0.00584287	0.600000024
1	11	10	46008.25	0.07159812	0.550000012
1	12	3	18106.16016	0.028138041	0.600000024
1	14	15	17722.18555	0.027539965	0.699999988
1	12	5	71404.25781	0.111154743	0.600000024
1	16	4	41098.73047	0.06395109	0.800000012
1	12	12	26129.4043	0.040634982	0.600000024
1	12	4	19160.76758	0.02978069	0.600000024
2	12	2	61593.35156	0.095873356	0.600000024
1	12	6	123073.7813	0.191634789	0.600000024
1	12	2	18856.02539	0.029306024	0.600000024
1	16	4	36135.39844	0.056220241	0.800000012
1	13	2	22990.24023	0.035745446	0.649999976
1	12	3	69148.625	0.107641384	0.600000024
1	10	10	11435.07129	0.017747205	0.5
1	12	0	432.0321655	0.000608956	0.600000024
1	12	0	83876.10156	0.130580798	0.600000024
1	16	4	54398.42969	0.084666595	0.800000012
1	16	3	6031.970215	0.009331376	0.800000012
2	6	3	6765.343262	0.010473672	0.300000012
1	13	50	3017.650391	0.004636295	0.649999976
1	11	1	8215.856445	0.01273298	0.550000012
1	16	10	67145.52344	0.104521371	0.800000012
1	16	5	149074.3281	0.232133046	0.800000012
1	3	2	473.6495667	0.000673779	0.150000006
2	13	5	7510.10791	0.011633712	0.649999976
1	12	3	76487.17969	0.119071864	0.600000024
1	13	1	21194.28516	0.03294808	0.649999976
1	14	50	138868.1875	0.21623604	0.699999988
1	13	11	59781.25781	0.093050852	0.649999976
2	7	5	21546.94531	0.033497382	0.349999994
1	12	0	41788.46094	0.065025412	0.600000024
1	14	3	38373.82422	0.059706796	0.699999988
1	12	2	31672.97266	0.049269602	0.600000024
2	16	1	13604.41016	0.021126149	0.800000012
1	12	3	11542.74609	0.017914917	0.600000024
1	10	4	38761.14063	0.060310077	0.5
1	14	2	7192.573242	0.011139123	0.699999988
